profile_id,strokes
OHE-00760,8
OHE-00761,5
OHE-00762,6
OHE-00763,7
OHE-00764,8
OHE-00765,9
OHE-00766,9
OHE-00767,12
OHE-00768,13
OHE-00769,13
OHE-00770,17
OHE-00771,19
OHE-00772,5
OHE-00773,8
OHE-00774,8
OHE-00775,8
OHE-00776,9
OHE-00777,10
OHE-00778,11
OHE-00779,12
OHE-00780,15
OHE-00781,11
OHE-00782,14
OHE-00783,6
OHE-00784,9
OHE-00785,9
OHE-00786,10
OHE-00787,11
OHE-00788,12
OHE-00789,16
OHE-00790,17
OHE-00791,19
OHE-00792,4
OHE-00793,5
OHE-00794,7
OHE-00795,10
OHE-00796,10
OHE-00797,11
OHE-00798,11
OHE-00799,13
OHE-00800,13
OHE-00801,15
OHE-00802,15
OHE-00803,16
OHE-00804,9
OHE-00805,12
OHE-00806,13
OHE-00807,13
OHE-00808,15
OHE-00809,16
OHE-00810,4
OHE-00811,7
OHE-00812,7
OHE-00813,8
OHE-00814,8
OHE-00815,10
OHE-00816,10
OHE-00817,11
OHE-00818,11
OHE-00819,12
OHE-00820,12
OHE-00821,19
OHE-00822,8
OHE-00823,9
OHE-00824,10
OHE-00825,10
OHE-00826,11
OHE-00827,11
OHE-00828,12
OHE-00829,13
OHE-00830,14
OHE-00831,15
OHE-00832,16
OHE-00833,5
OHE-00834,6
OHE-00835,7
OHE-00836,8
OHE-00837,8
OHE-00838,9
OHE-00839,12
OHE-00840,17
OHE-00841,18
OHE-00842,21
OHE-00843,6
OHE-00844,14
OHE-00845,3
OHE-00846,6
OHE-00847,6
OHE-00848,7
OHE-00849,11
OHE-00850,15
OHE-00851,9
OHE-00852,14
OHE-00853,16
OHE-00854,18
OHE-00855,21
OHE-00856,4
OHE-00857,5
OHE-00858,16
OHE-00859,21
OHE-00860,22
OHE-00861,23
OHE-00862,7
OHE-00863,5
OHE-00864,7
OHE-00865,8
OHE-00866,8
OHE-00867,9
OHE-00868,9
OHE-00869,9
OHE-00870,10
OHE-00871,11
OHE-00872,12
OHE-00873,7
OHE-00874,7
OHE-00875,9
OHE-00876,12
OHE-00877,12
OHE-00878,12
OHE-00879,13
OHE-00880,14
OHE-00881,14
OHE-00882,16
OHE-00883,20
OHE-00884,20
OHE-00885,2
OHE-00886,6
OHE-00887,8
OHE-00888,12
OHE-00889,14
OHE-00890,15
OHE-00891,18
OHE-00892,5
OHE-00893,8
OHE-00894,9
OHE-00895,10
OHE-00896,10
OHE-00897,11
OHE-00898,12
OHE-00899,13
OHE-00900,14
OHE-00901,14
OHE-00902,17
OHE-00903,4
OHE-00904,4
OHE-00905,5
OHE-00906,7
OHE-00907,8
OHE-00908,8
OHE-00909,9
OHE-00910,10
OHE-00911,11
OHE-00912,11
OHE-00913,11
OHE-00914,12
OHE-00915,12
OHE-00916,12
OHE-00917,13
OHE-00918,14
OHE-00919,15
OHE-00920,5
OHE-00921,4
OHE-00922,8
OHE-00923,9
OHE-00924,10
OHE-00925,10
OHE-00926,16
OHE-00927,7
OHE-00928,9
OHE-00929,8
OHE-00930,19
OHE-00931,4
OHE-00932,6
OHE-00933,7
OHE-00934,8
OHE-00935,8
OHE-00936,9
OHE-00937,10
OHE-00938,10
OHE-00939,12
OHE-00940,12
OHE-00941,12
OHE-00942,13
OHE-00943,13
OHE-00944,20
OHE-00945,9
OHE-00946,11
OHE-00947,12
OHE-00948,14
OHE-00949,16
OHE-00950,18
OHE-00951,5
OHE-00952,13
OHE-00953,16
OHE-00954,3
OHE-00955,4
OHE-00956,5
OHE-00957,5
OHE-00958,5
OHE-00959,6
OHE-00960,7
OHE-00961,7
OHE-00962,8
OHE-00963,8
OHE-00964,8
OHE-00965,8
OHE-00966,8
OHE-00967,8
OHE-00968,9
OHE-00969,9
OHE-00970,10
OHE-00971,10
OHE-00972,10
OHE-00973,10
OHE-00974,11
OHE-00975,11
OHE-00976,12
OHE-00977,12
OHE-00978,12
OHE-00979,12
OHE-00980,13
OHE-00981,15
OHE-00982,15
OHE-00983,19
OHE-00984,9
OHE-00985,3
OHE-00986,10
OHE-00987,11
OHE-00988,14
OHE-00989,14
OHE-00990,20
OHE-00991,3
OHE-00992,7
OHE-00993,9
OHE-00994,11
OHE-00995,12
OHE-00996,17
OHE-00997,13
OHE-00998,3
OHE-00999,8
OHE-01000,8
OHE-01001,9
OHE-01002,9
OHE-01003,10
OHE-01004,11
OHE-01005,11
OHE-01006,11
OHE-01007,11
OHE-01008,12
OHE-01009,12
OHE-01010,13
OHE-01011,13
OHE-01012,13
OHE-01013,14
OHE-01014,14
OHE-01015,14
OHE-01016,15
OHE-01017,15
OHE-01018,17
OHE-01019,17
OHE-01020,18
OHE-01021,13
OHE-01022,6
OHE-01023,10
OHE-01024,18
OHE-01025,5
OHE-01026,6
OHE-01027,7
OHE-01028,8
OHE-01029,10
OHE-01030,10
OHE-01031,10
OHE-01032,11
OHE-01033,11
OHE-01034,12
OHE-01035,12
OHE-01036,13
OHE-01037,14
OHE-01038,14
OHE-01039,15
OHE-01040,15
OHE-01041,18
OHE-01042,3
OHE-01043,5
OHE-01044,7
OHE-01045,8
OHE-01046,8
OHE-01047,10
OHE-01048,12
OHE-01049,12
OHE-01050,12
OHE-01051,14
OHE-01052,15
OHE-01053,16
OHE-01054,20
OHE-01055,5
OHE-01056,6
OHE-01057,9
OHE-01058,10
OHE-01059,11
OHE-01060,11
OHE-01061,12
OHE-01062,12
OHE-01063,13
OHE-01064,13
OHE-01065,14
OHE-01066,14
OHE-01067,15
OHE-01068,15
OHE-01069,16
OHE-01070,17
OHE-01071,17
OHE-01072,18
OHE-01073,19
OHE-01074,19
OHE-01075,6
OHE-01076,11
OHE-01077,11
OHE-01078,11
OHE-01079,13
OHE-01080,14
OHE-01081,19
OHE-01082,16
OHE-01083,23
OHE-01084,11
OHE-01085,15
OHE-01086,17
OHE-01087,22
OHE-01088,7
OHE-01089,8
OHE-01090,9
OHE-01091,9
OHE-01092,9
OHE-01093,10
OHE-01094,11
OHE-01095,12
OHE-01096,12
OHE-01097,13
OHE-01098,13
OHE-01099,14
OHE-01100,17
OHE-01101,5
OHE-01102,10
OHE-01103,11
OHE-01104,13
OHE-01105,13
OHE-01106,3
OHE-01107,4
OHE-01108,5
OHE-01109,8
OHE-01110,9
OHE-01111,9
OHE-01112,10
OHE-01113,10
OHE-01114,11
OHE-01115,11
OHE-01116,12
OHE-01117,14
OHE-01118,16
OHE-01119,22
OHE-01120,7
OHE-01121,14
OHE-01122,21
OHE-01123,10
OHE-01124,17
OHE-01125,9
OHE-01126,11
OHE-01127,7
OHE-01128,8
OHE-01129,13
OHE-01130,10
OHE-01131,4
OHE-01132,4
OHE-01133,6
OHE-01134,6
OHE-01135,7
OHE-01136,8
OHE-01137,8
OHE-01138,9
OHE-01139,9
OHE-01140,10
OHE-01141,10
OHE-01142,10
OHE-01143,12
OHE-01144,12
OHE-01145,14
OHE-01146,14
OHE-01147,14
OHE-01148,14
OHE-01149,15
OHE-01150,16
OHE-01151,16
OHE-01152,16
OHE-01153,17
OHE-01154,18
OHE-01155,21
OHE-01156,8
OHE-01157,12
OHE-01158,13
OHE-01159,13
OHE-01160,15
OHE-01161,19
OHE-01162,6
OHE-01163,9
OHE-01164,10
OHE-01165,10
OHE-01166,11
OHE-01167,12
OHE-01168,12
OHE-01169,12
OHE-01170,12
OHE-01171,15
OHE-01172,16
OHE-01173,11
OHE-01174,12
OHE-01175,11
OHE-01176,13
OHE-01177,14
OHE-01178,10
OHE-01179,11
OHE-01180,18
OHE-01181,4
OHE-01182,6
OHE-01183,8
OHE-01184,8
OHE-01185,10
OHE-01186,12
OHE-01187,15
OHE-01188,5
OHE-01189,5
OHE-01190,8
OHE-01191,9
OHE-01192,9
OHE-01193,9
OHE-01194,10
OHE-01195,10
OHE-01196,12
OHE-01197,13
OHE-01198,13
OHE-01199,4
OHE-01200,6
OHE-01201,9
OHE-01202,10
OHE-01203,12
OHE-01204,12
OHE-01205,13
OHE-01206,13
OHE-01207,19
OHE-01208,5
OHE-01209,6
OHE-01210,7
OHE-01211,7
OHE-01212,7
OHE-01213,9
OHE-01214,10
OHE-01215,10
OHE-01216,10
OHE-01217,11
OHE-01218,11
OHE-01219,13
OHE-01220,14
OHE-01221,9
OHE-01222,14
OHE-01223,4
OHE-01224,8
OHE-01225,8
OHE-01226,12
OHE-01227,12
OHE-01228,15
OHE-01229,4
OHE-01230,10
OHE-01231,10
OHE-01232,4
OHE-01233,7
OHE-01234,8
OHE-01235,8
OHE-01236,10
OHE-01237,10
OHE-01238,12
OHE-01239,13
OHE-01240,8
OHE-01241,11
OHE-01242,15
OHE-01243,17
OHE-01244,6
OHE-01245,8
OHE-01246,10
OHE-01247,10
OHE-01248,10
OHE-01249,18
OHE-01250,16
OHE-01251,23
OHE-01252,9
OHE-01253,17
OHE-01254,5
OHE-01255,6
OHE-01256,8
OHE-01257,16
OHE-01258,8
OHE-01259,12
OHE-01260,13
OHE-01261,12
OHE-01262,18
OHE-01263,21
OHE-01264,21
OHE-01265,7
OHE-01266,11
OHE-01267,9
OHE-01268,11
OHE-01269,21
OHE-01270,21
OHE-01271,6
OHE-01272,10
OHE-01273,13
OHE-01274,13
OHE-01275,15
OHE-01276,15
OHE-01277,17
OHE-01278,17
OHE-01279,20
OHE-01280,11
OHE-01281,11
OHE-01282,14
OHE-01283,15
OHE-01284,17
OHE-01285,17
OHE-01286,7
OHE-01287,9
OHE-01288,16
OHE-01289,20
OHE-01290,13
OHE-01291,16
OHE-01292,4
OHE-01293,6
OHE-01294,7
OHE-01295,7
OHE-01296,14
OHE-01297,16
OHE-01298,6
OHE-01299,8
OHE-01300,20
OHE-01301,23
OHE-01302,7
OHE-01303,8
OHE-01304,9
OHE-01305,9
OHE-01306,9
OHE-01307,10
OHE-01308,10
OHE-01309,11
OHE-01310,11
OHE-01311,11
OHE-01312,12
OHE-01313,13
OHE-01314,15
OHE-01315,15
OHE-01316,16
OHE-01317,16
OHE-01318,11
OHE-01319,14
OHE-01320,15
OHE-01321,15
OHE-01322,8
OHE-01323,13
OHE-01324,24
OHE-01325,15
OHE-01326,16
OHE-01327,16
OHE-01328,5
OHE-01329,9
OHE-01330,9
OHE-01331,9
OHE-01332,11
OHE-01333,11
OHE-01334,12
OHE-01335,13
OHE-01336,13
OHE-01337,13
OHE-01338,13
OHE-01339,14
OHE-01340,14
OHE-01341,15
OHE-01342,15
OHE-01343,16
OHE-01344,17
OHE-01345,17
OHE-01346,21
OHE-01347,22
OHE-01348,2
OHE-01349,10
OHE-01350,13
OHE-01351,15
OHE-01352,16
OHE-01353,16
OHE-01354,21
OHE-01355,21
OHE-01356,4
OHE-01357,5
OHE-01358,6
OHE-01359,7
OHE-01360,7
OHE-01361,8
OHE-01362,10
OHE-01363,11
OHE-01364,11
OHE-01365,11
OHE-01366,13
OHE-01367,5
OHE-01368,8
OHE-01369,9
OHE-01370,13
OHE-01371,14
OHE-01372,19
OHE-01373,13
OHE-01374,16
OHE-01375,17
OHE-01376,5
OHE-01377,8
OHE-01378,7
OHE-01379,8
OHE-01380,9
OHE-01381,11
OHE-01382,12
OHE-01383,13
OHE-01384,13
OHE-01385,15
OHE-01386,4
OHE-01387,5
OHE-01388,8
OHE-01389,8
OHE-01390,8
OHE-01391,8
OHE-01392,5
OHE-01393,9
OHE-01394,9
OHE-01395,12
OHE-01396,14
OHE-01397,14
OHE-01398,15
OHE-01399,17
OHE-01400,17
OHE-01401,18
OHE-01402,20
OHE-01403,21
OHE-01404,11
OHE-01405,5
OHE-01406,9
OHE-01407,10
OHE-01408,10
OHE-01409,11
OHE-01410,11
OHE-01411,13
OHE-01412,14
OHE-01413,14
OHE-01414,14
OHE-01415,14
OHE-01416,15
OHE-01417,16
OHE-01418,18
OHE-01419,19
OHE-01420,2
OHE-01421,3
OHE-01422,4
OHE-01423,4
OHE-01424,5
OHE-01425,6
OHE-01426,6
OHE-01427,7
OHE-01428,7
OHE-01429,8
OHE-01430,8
OHE-01431,9
OHE-01432,10
OHE-01433,10
OHE-01434,11
OHE-01435,11
OHE-01436,12
OHE-01437,13
OHE-01438,14
OHE-01439,15
OHE-01440,16
OHE-01441,17
OHE-01442,17
OHE-01443,6
OHE-01444,9
OHE-01445,10
OHE-01446,13
OHE-01447,13
OHE-01448,4
OHE-01449,10
OHE-01450,12
OHE-01451,16
OHE-01452,16
OHE-01453,19
OHE-01454,17
OHE-01455,12
OHE-01456,14
OHE-01457,4
OHE-01458,8
OHE-01459,9
OHE-01460,10
OHE-01461,10
OHE-01462,10
OHE-01463,10
OHE-01464,11
OHE-01465,12
OHE-01466,13
OHE-01467,13
OHE-01468,13
OHE-01469,14
OHE-01470,14
OHE-01471,14
OHE-01472,15
OHE-01473,17
OHE-01474,17
OHE-01475,19
OHE-01476,4
OHE-01477,12
OHE-01478,7
OHE-01479,8
OHE-01480,9
OHE-01481,11
OHE-01482,11
OHE-01483,12
OHE-01484,12
OHE-01485,13
OHE-01486,13
OHE-01487,14
OHE-01488,15
OHE-01489,15
OHE-01490,16
OHE-01491,16
OHE-01492,18
OHE-01493,5
OHE-01494,5
OHE-01495,6
OHE-01496,7
OHE-01497,7
OHE-01498,8
OHE-01499,9
OHE-01500,9
OHE-01501,9
OHE-01502,9
OHE-01503,9
OHE-01504,9
OHE-01505,10
OHE-01506,11
OHE-01507,12
OHE-01508,12
OHE-01509,12
OHE-01510,12
OHE-01511,13
OHE-01512,13
OHE-01513,13
OHE-01514,13
OHE-01515,14
OHE-01516,14
OHE-01517,14
OHE-01518,16
OHE-01519,16
OHE-01520,16
OHE-01521,18
OHE-01522,19
OHE-01523,10
OHE-01524,11
OHE-01525,4
OHE-01526,4
OHE-01527,9
OHE-01528,11
OHE-01529,12
OHE-01530,12
OHE-01531,15
OHE-01532,16
OHE-01533,16
OHE-01534,9
OHE-01535,10
OHE-01536,10
OHE-01537,14
OHE-01538,15
OHE-01539,22
OHE-01540,1
OHE-01541,7
OHE-01542,9
OHE-01543,13
OHE-01544,7
OHE-01545,16
OHE-01546,17
OHE-01547,24
OHE-01548,6
OHE-01549,8
OHE-01550,8
OHE-01551,10
OHE-01552,13
OHE-01553,13
