profile_id,hangul,hanja,unicode,sound_meaning,strokes,sound_ohaeng,resource_ohaeng
OHE-01248,안,案,U+6848,생각할,10,토,목
OHE-01249,안,顔,U+9854,얼굴,18,토,화
OHE-01250,알,謁,U+8B01,뵈올,16,토,금
OHE-01251,암,巖,U+5DD6,바위,23,토,토
OHE-01252,압,押,U+62BC,찍을,9,토,목
OHE-01253,압,壓,U+58D3,누를,17,토,토
OHE-01254,앙,央,U+592E,가운데,5,토,토
OHE-01255,앙,仰,U+4EF0,우러러볼,6,토,화
OHE-01256,앙,昻,U+663B,오를,8,토,화
OHE-01257,앙,鴦,U+9D26,원앙,16,토,화
OHE-01258,애,厓,U+5393,언덕,8,토,토
OHE-01259,애,涯,U+6DAF,물가,12,토,수
OHE-01260,애,愛,U+611B,사랑,13,토,화
OHE-01261,액,液,U+6DB2,진액,12,토,수
OHE-01262,액,額,U+984D,이마,18,토,화
OHE-01263,앵,鶯,U+9DAF,꾀꼬리,21,토,화
OHE-01264,앵,櫻,U+6AFB,앵두나무,21,토,목
OHE-01265,야,冶,U+51B6,쇠불릴,7,토,수
OHE-01266,야,野,U+91CE,들,11,토,토
OHE-01267,약,約,U+7D04,묶을,9,토,목
OHE-01268,약,若,U+82E5,같을,11,토,목
OHE-01269,약,躍,U+8E8D,뛸,21,토,토
OHE-01270,약,藥,U+85E5,약,21,토,목
OHE-01271,양,羊,U+7F8A,양,6,토,토
OHE-01272,양,洋,U+6D0B,큰바다,10,토,수
OHE-01273,양,揚,U+63DA,날릴,13,토,목
OHE-01274,양,楊,U+694A,버들,13,토,목
OHE-01275,양,養,U+990A,기를,15,토,수
OHE-01276,양,樣,U+6A23,모양,15,토,목
OHE-01277,양,襄,U+8944,도울,17,토,목
OHE-01278,양,陽,U+967D,볕,17,토,토
OHE-01279,양,壤,U+58E4,흙,20,토,토
OHE-01280,어,魚,U+9B5A,물고기,11,토,수
OHE-01281,어,御,U+5FA1,어거할,11,토,화
OHE-01282,어,語,U+8A9E,말씀,14,토,금
OHE-01283,억,億,U+5104,억,15,토,화
OHE-01284,억,憶,U+61B6,생각할,17,토,화
OHE-01285,억,檍,U+6A8D,참죽나무,17,토,목
OHE-01286,언,言,U+8A00,말씀,7,토,금
OHE-01287,언,彦,U+5F66,선비,9,토,화
OHE-01288,언,諺,U+8AFA,속담,16,토,금
OHE-01289,엄,嚴,U+56B4,엄할,20,토,수
OHE-01290,업,業,U+696D,업,13,토,목
OHE-01291,업,嶪,U+5DAA,높고험할,16,토,토
OHE-01292,여,予,U+4E88,"나,줄",4,토,금
OHE-01293,여,如,U+5982,같을,6,토,토
OHE-01294,여,余,U+4F59,"나,줄",7,토,화
OHE-01295,여,汝,U+6C5D,너,7,토,수
OHE-01296,여,與,U+8207,줄,14,토,토
OHE-01297,여,餘,U+9918,남을,16,토,수
OHE-01298,역,亦,U+4EA6,또,6,토,수
OHE-01299,역,易,U+6613,바꿀,8,토,화
OHE-01300,역,譯,U+8B6F,통변할,20,토,금
OHE-01301,역,驛,U+9A5B,역마,23,토,화
OHE-01302,연,延,U+5EF6,끌,7,토,토
OHE-01303,연,沇,U+6C87,물흐를,8,토,수
OHE-01304,연,妍,U+598D,고울,9,토,토
OHE-01305,연,衍,U+884D,넘칠,9,토,화
OHE-01306,연,沿,U+6CBF,따를,9,토,수
OHE-01307,연,娟,U+5A1F,예쁠,10,토,토
OHE-01308,연,宴,U+5BB4,잔치,10,토,목
OHE-01309,연,硏,U+784F,갈,11,토,금
OHE-01310,연,軟,U+8EDF,부드러울,11,토,화
OHE-01311,연,涓,U+6D93,시내,11,토,수
OHE-01312,연,然,U+7136,그럴,12,토,화
OHE-01313,연,淵,U+6DF5,못,13,토,수
OHE-01314,연,演,U+6F14,넓힐,15,토,수
OHE-01315,연,緣,U+7DE3,인연,15,토,목
OHE-01316,연,燃,U+71C3,불탈,16,토,화
OHE-01317,연,燕,U+71D5,제비,16,토,화
OHE-01318,열,悅,U+6085,기쁠,11,토,화
OHE-01319,열,說,U+F9A1,기쁠,14,토,금
OHE-01320,열,閱,U+95B1,검열할,15,토,금
OHE-01321,열,熱,U+71B1,더울,15,토,화
OHE-01322,염,炎,U+708E,불꽃,8,토,화
OHE-01323,염,琰,U+7430,옥갈,13,토,금
OHE-01324,염,艶,U+8276,고울,24,토,토
OHE-01325,엽,葉,U+8449,잎,15,토,목
OHE-01326,엽,燁,U+71C1,빛날,16,토,화
OHE-01327,엽,曄,U+66C4,빛날,16,토,화
OHE-01328,영,永,U+6C38,길,5,토,수
OHE-01329,영,映,U+6620,비칠,9,토,화
OHE-01330,영,盈,U+76C8,찰,9,토,수
OHE-01331,영,泳,U+6CF3,헤엄칠,9,토,수
OHE-01332,영,英,U+82F1,꽃부리,11,토,목
OHE-01333,영,迎,U+8FCE,맞이할,11,토,토
OHE-01334,영,詠,U+8A60,읊을,12,토,금
OHE-01335,영,楹,U+6979,기둥,13,토,목
OHE-01336,영,渶,U+6E36,물맑을,13,토,수
OHE-01337,영,暎,U+668E,비칠,13,토,화
OHE-01338,영,煐,U+7150,사람이름,13,토,화
OHE-01339,영,榮,U+69AE,영화,14,토,목
OHE-01340,영,瑛,U+745B,옥광채,14,토,금
OHE-01341,영,影,U+5F71,그림자,15,토,화
OHE-01342,영,瑩,U+F9AE,밝을,15,토,금
OHE-01343,영,穎,U+7A4E,이삭 빼어날,16,토,목
OHE-01344,영,營,U+71DF,경영할,17,토,화
OHE-01345,영,鍈,U+9348,방울소리,17,토,금
OHE-01346,영,瀯,U+702F,물소리,21,토,수
OHE-01347,영,瓔,U+74D4,옥돌,22,토,금
OHE-01348,예,乂,U+4E42,어질,2,토,금
OHE-01349,예,芮,U+82AE,나라이름 풀뾰족날,10,토,목
OHE-01350,예,預,U+9810,미리,13,토,화
OHE-01351,예,銳,U+92B3,날카로울,15,토,금
OHE-01352,예,豫,U+8C6B,미리,16,토,수
OHE-01353,예,叡,U+53E1,밝을,16,토,화
OHE-01354,예,譽,U+8B7D,기릴,21,토,금
OHE-01355,예,藝,U+85DD,재주,21,토,목
OHE-01356,오,午,U+5348,낮,4,토,화
OHE-01357,오,五,U+4E94,다섯,5,토,토
OHE-01358,오,伍,U+4F0D,대오,6,토,화
OHE-01359,오,吾,U+543E,나,7,토,수
OHE-01360,오,吳,U+5433,나라이름,7,토,수
OHE-01361,오,旿,U+65FF,밝을,8,토,화
OHE-01362,오,娛,U+5A1B,즐길,10,토,토
OHE-01363,오,悟,U+609F,깨달을,11,토,화
OHE-01364,오,晤,U+6664,밝을,11,토,화
OHE-01365,오,梧,U+68A7,오동나무,11,토,목
OHE-01366,오,奧,U+5967,깊을,13,토,목
OHE-01367,옥,玉,U+7389,구슬,5,토,금
OHE-01368,옥,沃,U+6C83,기름질,8,토,수
OHE-01369,옥,屋,U+5C4B,집,9,토,목
OHE-01370,옥,鈺,U+923A,보배,13,토,금
OHE-01371,온,溫,U+6EAB,따뜻할,14,토,수
OHE-01372,온,穩,U+7A69,평온할,19,토,목
OHE-01373,옹,雍,U+96CD,화목할,13,토,화
OHE-01374,옹,壅,U+58C5,막을,16,토,토
OHE-01375,옹,擁,U+64C1,안을,17,토,목
OHE-01376,와,瓦,U+74E6,기와,5,토,토
OHE-01377,와,臥,U+81E5,누울,8,토,토
OHE-01378,완,完,U+5B8C,완전할,7,토,목
OHE-01379,완,宛,U+5B9B,굽을,8,토,토
OHE-01380,완,玩,U+73A9,놀,9,토,금
OHE-01381,완,婉,U+5A49,순할,11,토,토
OHE-01382,완,琓,U+7413,서옥,12,토,금
OHE-01383,완,莞,U+839E,빙그레웃을 왕골,13,토,목
OHE-01384,완,琬,U+742C,아름다운옥,13,토,금
OHE-01385,완,緩,U+7DE9,느릴,15,토,목
OHE-01386,왈,曰,U+66F0,가로,4,토,화
OHE-01387,왕,王,U+738B,임금,5,토,금
OHE-01388,왕,往,U+5F80,갈,8,토,화
OHE-01389,왕,枉,U+6789,굽을,8,토,목
OHE-01390,왕,汪,U+6C6A,깊고넓을,8,토,수
OHE-01391,왕,旺,U+65FA,성할,8,토,화
OHE-01392,외,外,U+5916,바깥,5,토,화
OHE-01393,요,要,U+8981,구할,9,토,금
OHE-01394,요,姚,U+59DA,예쁠,9,토,토
OHE-01395,요,堯,U+582F,요임금,12,토,토
OHE-01396,요,僥,U+50E5,요행,14,토,화
OHE-01397,요,搖,U+6416,흔들,14,토,목
OHE-01398,요,樂,U+F9BF,좋아할,15,토,목
OHE-01399,요,謠,U+8B20,노래,17,토,금
OHE-01400,요,遙,U+9059,멀,17,토,토
OHE-01401,요,曜,U+66DC,빛날,18,토,화
OHE-01402,요,耀,U+8000,빛날,20,토,화
OHE-01403,요,饒,U+9952,넉넉할,21,토,수
OHE-01404,욕,浴,U+6D74,목욕할,11,토,수
OHE-01405,용,用,U+7528,쓸,5,토,수
OHE-01406,용,勇,U+52C7,날랠,9,토,토
OHE-01407,용,埇,U+57C7,길돋울,10,토,토
OHE-01408,용,容,U+5BB9,얼굴,10,토,목
OHE-01409,용,庸,U+5EB8,떳떳할,11,토,목
OHE-01410,용,涌,U+6D8C,샘솟을,11,토,수
OHE-01411,용,湧,U+6E67,샘솟을,13,토,수
OHE-01412,용,墉,U+5889,담,14,토,토
OHE-01413,용,踊,U+8E0A,뛸,14,토,토
OHE-01414,용,榕,U+6995,벵골보리수,14,토,목
OHE-01415,용,溶,U+6EB6,질펀히흐를,14,토,수
OHE-01416,용,瑢,U+7462,패옥소리,15,토,금
OHE-01417,용,蓉,U+84C9,연꽃,16,토,목
OHE-01418,용,鎔,U+9394,쇠녹일,18,토,금
OHE-01419,용,鏞,U+93DE,큰쇠북,19,토,금
OHE-01420,우,又,U+53C8,또,2,토,수
OHE-01421,우,于,U+4E8E,어조사,3,토,수
OHE-01422,우,尤,U+5C24,더욱,4,토,토
OHE-01423,우,友,U+53CB,벗,4,토,수
OHE-01424,우,右,U+53F3,오른쪽,5,토,수
OHE-01425,우,羽,U+7FBD,깃,6,토,화
OHE-01426,우,宇,U+5B87,집,6,토,목
OHE-01427,우,佑,U+4F51,도울,7,토,화
OHE-01428,우,旴,U+65F4,해돋을,7,토,화
OHE-01429,우,雨,U+96E8,비,8,토,수
OHE-01430,우,玗,U+7397,옥돌,8,토,금
OHE-01431,우,禹,U+79B9,하우씨,9,토,토
OHE-01432,우,祐,U+7950,도울,10,토,금
OHE-01433,우,迂,U+8FC2,멀,10,토,토
OHE-01434,우,釪,U+91EA,악기이름,11,토,금
OHE-01435,우,偶,U+5076,짝,11,토,화
OHE-01436,우,寓,U+5BD3,머무를,12,토,목
OHE-01437,우,愚,U+611A,어리석을,13,토,화
OHE-01438,우,瑀,U+7440,패옥,14,토,금
OHE-01439,우,郵,U+90F5,역참,15,토,토
OHE-01440,우,遇,U+9047,만날,16,토,토
OHE-01441,우,優,U+512A,넉넉할,17,토,화
OHE-01442,우,隅,U+9685,모퉁이,17,토,토
OHE-01443,욱,旭,U+65ED,아침해,6,토,화
OHE-01444,욱,昱,U+6631,빛날,9,토,화
OHE-01445,욱,彧,U+5F67,문채빛날,10,토,화
OHE-01446,욱,郁,U+90C1,문채날,13,토,토
OHE-01447,욱,煜,U+715C,빛날,13,토,화
OHE-01448,운,云,U+4E91,이름,4,토,수
OHE-01449,운,耘,U+8018,김맬,10,토,금
OHE-01450,운,雲,U+96F2,구름,12,토,수
OHE-01451,운,運,U+904B,운전할,16,토,토
OHE-01452,운,澐,U+6F90,큰물결,16,토,수
OHE-01453,운,韻,U+97FB,운,19,토,금
OHE-01454,울,蔚,U+851A,우거질,17,토,목
OHE-01455,웅,雄,U+96C4,수컷,12,토,화
OHE-01456,웅,熊,U+718A,곰,14,토,화
OHE-01457,원,元,U+5143,으뜸,4,토,목
OHE-01458,원,沅,U+6C85,내이름,8,토,수
OHE-01459,원,垣,U+57A3,담,9,토,토
OHE-01460,원,洹,U+6D39,강이름,10,토,수
OHE-01461,원,員,U+54E1,관원,10,토,수
OHE-01462,원,原,U+539F,근본,10,토,토
OHE-01463,원,袁,U+8881,성,10,토,목
OHE-01464,원,苑,U+82D1,동산,11,토,목
OHE-01465,원,媛,U+5A9B,예쁠,12,토,토
OHE-01466,원,援,U+63F4,도울,13,토,목
OHE-01467,원,園,U+5712,동산,13,토,수
OHE-01468,원,圓,U+5713,동글,13,토,수
OHE-01469,원,源,U+6E90,근원,14,토,수
OHE-01470,원,瑗,U+7457,도리옥,14,토,금
OHE-01471,원,愿,U+613F,성실할,14,토,화
OHE-01472,원,院,U+9662,집,15,토,토
OHE-01473,원,遠,U+9060,멀,17,토,토
OHE-01474,원,轅,U+8F45,수레,17,토,화
OHE-01475,원,願,U+9858,원할,19,토,화
OHE-01476,월,月,U+6708,달,4,토,수
OHE-01477,월,越,U+8D8A,건널,12,토,화
OHE-01478,위,位,U+4F4D,자리,7,토,화
OHE-01479,위,委,U+59D4,맡길,8,토,토
OHE-01480,위,威,U+5A01,위엄,9,토,토
OHE-01481,위,尉,U+5C09,벼슬이름,11,토,토
OHE-01482,위,偉,U+5049,클,11,토,화
OHE-01483,위,圍,U+570D,둘레,12,토,수
OHE-01484,위,爲,U+7232,위할,12,토,금
OHE-01485,위,渭,U+6E2D,강이름,13,토,수
OHE-01486,위,暐,U+6690,햇빛,13,토,화
OHE-01487,위,瑋,U+744B,옥이름,14,토,금
OHE-01488,위,緯,U+7DEF,씨,15,토,목
OHE-01489,위,慰,U+6170,위로할,15,토,화
OHE-01490,위,謂,U+8B02,이를,16,토,금
OHE-01491,위,衛,U+885B,지킬,16,토,화
OHE-01492,위,魏,U+9B4F,높을,18,토,화
OHE-01493,유,由,U+7531,말미암을,5,토,목
OHE-01494,유,幼,U+5E7C,어릴,5,토,화
OHE-01495,유,有,U+6709,있을,6,토,수
OHE-01496,유,酉,U+9149,닭,7,토,금
OHE-01497,유,攸,U+6538,바(어조사),7,토,금
OHE-01498,유,侑,U+4F91,도울,8,토,화
OHE-01499,유,幽,U+5E7D,그을할,9,토,화
OHE-01500,유,油,U+6CB9,기름,9,토,수
OHE-01501,유,柔,U+67D4,부드러울,9,토,목
OHE-01502,유,兪,U+516A,성,9,토,토
OHE-01503,유,宥,U+5BA5,용서할,9,토,목
OHE-01504,유,柚,U+67DA,유자나무,9,토,목
OHE-01505,유,洧,U+6D27,강이름,10,토,수
OHE-01506,유,唯,U+552F,오직,11,토,수
OHE-01507,유,釉,U+91C9,광택,12,토,금
OHE-01508,유,喩,U+55A9,깨우칠,12,토,수
OHE-01509,유,庾,U+5EBE,노적가리 곳집,12,토,목
OHE-01510,유,惟,U+60DF,생각할,12,토,화
OHE-01511,유,愉,U+6109,기쁠,13,토,화
OHE-01512,유,裕,U+88D5,넉넉할,13,토,목
OHE-01513,유,楡,U+6961,느릅나무,13,토,목
OHE-01514,유,猶,U+7336,오히려,13,토,토
OHE-01515,유,誘,U+8A98,꾈,14,토,금
OHE-01516,유,維,U+7DAD,맬(묶을),14,토,목
OHE-01517,유,瑜,U+745C,아름다운옥,14,토,금
OHE-01518,유,諭,U+8AED,깨우칠,16,토,금
OHE-01519,유,遊,U+904A,놀,16,토,토
OHE-01520,유,儒,U+5112,선비,16,토,화
OHE-01521,유,濡,U+6FE1,적실,18,토,수
OHE-01522,유,遺,U+907A,끼칠,19,토,토
OHE-01523,육,育,U+80B2,기를,10,토,수
OHE-01524,육,堉,U+5809,기름진땅,11,토,토
OHE-01525,윤,尹,U+5C39,다스릴,4,토,수
OHE-01526,윤,允,U+5141,진실로,4,토,토
OHE-01527,윤,玧,U+73A7,귀막는옥,9,토,금
OHE-01528,윤,胤,U+80E4,맏아들,11,토,수
OHE-01529,윤,鈗,U+9217,병기이름,12,토,금
OHE-01530,윤,閏,U+958F,윤달,12,토,화
OHE-01531,윤,奫,U+596B,물깊고넓을,15,토,수
OHE-01532,윤,潤,U+6F64,윤택할,16,토,수
OHE-01533,융,融,U+878D,화활,16,토,수
OHE-01534,은,垠,U+57A0,끝,9,토,토
OHE-01535,은,殷,U+6BB7,성할,10,토,금
OHE-01536,은,恩,U+6069,은혜,10,토,화
OHE-01537,은,銀,U+9280,은,14,토,금
OHE-01538,은,誾,U+8ABE,화평할,15,토,금
OHE-01539,은,隱,U+96B1,숨을,22,토,토
OHE-01540,을,乙,U+4E59,새,1,토,목
OHE-01541,음,吟,U+541F,읊을,7,토,수
OHE-01542,음,音,U+97F3,소리,9,토,금
OHE-01543,음,飮,U+98EE,마실,13,토,수
OHE-01544,읍,邑,U+9091,고을,7,토,토
OHE-01545,응,凝,U+51DD,엉길,16,토,수
OHE-01546,응,應,U+61C9,응할,17,토,화
OHE-01547,응,鷹,U+9DF9,매,24,토,화
OHE-01548,의,衣,U+8863,옷,6,토,목
OHE-01549,의,宜,U+5B9C,마땅할,8,토,목
OHE-01550,의,依,U+4F9D,의지할,8,토,화
OHE-01551,의,倚,U+501A,의지할,10,토,화
OHE-01552,의,意,U+610F,뜻,13,토,화
OHE-01553,의,義,U+7FA9,옳을,13,토,토
OHE-01554,의,儀,U+5100,거동,15,토,화
OHE-01555,의,毅,U+6BC5,굳셀,15,토,금
OHE-01556,의,誼,U+8ABC,옳을,15,토,금
OHE-01557,의,擬,U+64EC,비교할 헤아릴,18,토,목
OHE-01558,의,醫,U+91AB,의원,18,토,금
OHE-01559,의,議,U+8B70,의논할,20,토,금
OHE-01560,의,懿,U+61FF,클,22,토,화
OHE-01561,이,二,U+4E8C,두,2,토,목
OHE-01562,이,已,U+5DF2,이미,3,토,화
OHE-01563,이,以,U+4EE5,써,5,토,화
OHE-01564,이,耳,U+8033,귀,6,토,화
OHE-01565,이,弛,U+5F1B,늦출,6,토,금
OHE-01566,이,而,U+800C,말이을,6,토,수
OHE-01567,이,伊,U+4F0A,저,6,토,화
OHE-01568,이,易,U+F9E0,쉬울,8,토,화
OHE-01569,이,怡,U+6021,기쁠,9,토,화
OHE-01570,이,珥,U+73E5,귀고리,11,토,금
OHE-01571,이,異,U+7570,다를,11,토,토
OHE-01572,이,移,U+79FB,옮길,11,토,목
OHE-01573,이,貽,U+8CBD,끼칠,12,토,금
OHE-01574,이,貳,U+8CB3,두,12,토,금
OHE-01575,이,爾,U+723E,너,14,토,화
OHE-01576,이,彛,U+5F5B,떳떳할,16,토,화
OHE-01577,익,益,U+76CA,더할,10,토,수
OHE-01578,익,翊,U+7FCA,도울,11,토,화
OHE-01579,익,翌,U+7FCC,명일,11,토,화
OHE-01580,익,翼,U+7FFC,날개,17,토,화
OHE-01581,익,謚,U+8B1A,웃을,17,토,금
OHE-01582,익,瀷,U+7037,강이름,21,토,수
OHE-01583,인,人,U+4EBA,사람,2,토,화
OHE-01584,인,仁,U+4EC1,어질,4,토,화
OHE-01585,인,引,U+5F15,이끌,4,토,화
OHE-01586,인,印,U+5370,도장,6,토,목
OHE-01587,인,因,U+56E0,인할,6,토,수
OHE-01588,인,忍,U+5FCD,참을,7,토,화
OHE-01589,인,姻,U+59FB,혼인,9,토,토
OHE-01590,인,寅,U+5BC5,공경할,11,토,목
OHE-01591,인,認,U+8A8D,인정할,14,토,금
OHE-01592,일,一,U+4E00,한,1,토,목
OHE-01593,일,日,U+65E5,날,4,토,화
OHE-01594,일,佾,U+4F7E,춤,8,토,화
OHE-01595,일,壹,U+58F9,한,12,토,목
OHE-01596,일,溢,U+6EA2,넘칠,14,토,수
OHE-01597,일,馹,U+99B9,역말,14,토,화
OHE-01598,일,逸,U+9038,달아날 뛰어날,15,토,모
OHE-01599,일,鎰,U+93B0,중량,18,토,금
OHE-01600,임,壬,U+58EC,아홈째천간,4,토,수
OHE-01601,임,任,U+4EFB,맡길,6,토,화
OHE-01602,임,稔,U+7A14,곡식여물,13,토,목
OHE-01603,입,入,U+5165,들,2,토,목
OHE-01604,잉,剩,U+5269,남을,12,토,금
OHE-01605,자,子,U+5B50,아들,3,금,수
OHE-01606,자,仔,U+4ED4,자세할,5,금,화
OHE-01607,자,字,U+5B57,글자,6,금,수
OHE-01608,자,自,U+81EA,스스로,6,금,목
OHE-01609,자,姿,U+59FF,맵시,9,금,토
OHE-01610,자,玆,U+7386,이,10,금,화
OHE-01611,자,者,U+8005,놈,11,금,토
OHE-01612,자,瓷,U+74F7,오지그릇,11,금,토
OHE-01613,자,紫,U+7D2B,자줏빛,11,금,목
OHE-01614,자,雌,U+96CC,암컷,13,금,화
OHE-01615,자,資,U+8CC7,재불,13,금,금
OHE-01616,자,滋,U+6ECB,불을,14,금,수
OHE-01617,자,慈,U+6148,사랑,14,금,화
OHE-01618,자,磁,U+78C1,자석,15,금,금
OHE-01619,자,藉,U+85C9,깔,20,금,목
OHE-01620,작,灼,U+707C,사를,7,금,화
OHE-01621,작,作,U+4F5C,지을,7,금,화
OHE-01622,작,芍,U+828D,함박꽃,9,금,목
OHE-01623,작,雀,U+96C0,참새,11,금,화
OHE-01624,작,爵,U+7235,벼슬,18,금,금
OHE-01625,작,鵲,U+9D72,까치,19,금,화
OHE-01626,잠,箴,U+7BB4,바늘,15,금,목
OHE-01627,잠,暫,U+66AB,잠깐,15,금,화
OHE-01628,잠,潛,U+6F5B,잠길,16,금,수
OHE-01629,잠,蠶,U+8836,누에,24,금,수
OHE-01630,잡,雜,U+96DC,섞일,18,금,화
OHE-01631,장,庄,U+5E84,농막,6,금,목
OHE-01632,장,匠,U+5320,장인,6,금,토
OHE-01633,장,壯,U+58EF,장할,7,금,목
OHE-01634,장,杖,U+6756,짚을,7,금,목
OHE-01635,장,長,U+9577,길,8,금,목
OHE-01636,장,章,U+7AE0,글,11,금,금
OHE-01637,장,張,U+5F35,베풀,11,금,금
OHE-01638,장,將,U+5C07,장수,11,금,토
OHE-01639,장,帳,U+5E33,휘장,11,금,목
OHE-01640,장,粧,U+7CA7,단장할,12,금,목
OHE-01641,장,場,U+5834,마당,12,금,토
OHE-01642,장,掌,U+638C,손바닥,12,금,목
OHE-01643,장,裝,U+88DD,꾸밀,13,금,목
OHE-01644,장,莊,U+838A,엄숙할,13,금,목
OHE-01645,장,奬,U+596C,권면할,14,금,목
OHE-01646,장,樟,U+6A1F,녹나무,15,금,목
OHE-01647,장,暲,U+66B2,밝을,15,금,화
OHE-01648,장,璋,U+748B,구기,16,금,금
OHE-01649,장,墻,U+58BB,담장,16,금,토
OHE-01650,장,蔣,U+8523,줄 풀이름,17,금,목
OHE-01651,장,薔,U+8594,장미,19,금,목
OHE-01652,장,藏,U+85CF,감출,20,금,목
OHE-01653,재,才,U+624D,재주,4,금,목
OHE-01654,재,再,U+518D,두,6,금,목
OHE-01655,재,在,U+5728,있을,6,금,토
OHE-01656,재,材,U+6750,재목,7,금,목
OHE-01657,재,哉,U+54C9,비로소,9,금,수
OHE-01658,재,栽,U+683D,심을,10,금,목
OHE-01659,재,財,U+8CA1,재물,10,금,금
OHE-01660,재,宰,U+5BB0,재상,10,금,목
OHE-01661,재,梓,U+6893,가래나무,11,금,목
OHE-01662,재,裁,U+88C1,옷마를,12,금,목
OHE-01663,재,渽,U+6E3D,맑을,13,금,수
OHE-01664,재,載,U+8F09,실을,13,금,화
OHE-01665,재,縡,U+7E21,일,16,금,목
OHE-01666,재,齋,U+9F4B,재계할,17,금,토
OHE-01667,쟁,爭,U+722D,다툴,8,금,화
OHE-01668,쟁,錚,U+931A,징,16,금,금
OHE-01669,저,底,U+5E95,밑,8,금,목
OHE-01670,저,苧,U+82E7,모시,11,금,목
OHE-01671,저,貯,U+8CAF,쌓을,12,금,금
OHE-01672,저,邸,U+90B8,집,12,금,토
OHE-01673,저,楮,U+696E,닥나무,13,금,목
OHE-01674,저,著,U+8457,지을,15,금,목
OHE-01675,적,赤,U+8D64,붉을,7,금,화
OHE-01676,적,的,U+7684,과녁,8,금,화
OHE-01677,적,寂,U+5BC2,고요할,11,금,목
OHE-01678,적,笛,U+7B1B,피리,11,금,목
OHE-01679,적,迪,U+8FEA,나아갈,12,금,토
OHE-01680,적,跡,U+8DE1,발자취,13,금,토
OHE-01681,적,摘,U+6458,들추어낼,15,금,목
OHE-01682,적,滴,U+6EF4,물방울,15,금,수
OHE-01683,적,積,U+7A4D,쌓을,16,금,목
OHE-01684,적,績,U+7E3E,길쌈할,17,금,목
OHE-01685,적,適,U+9069,사리에 맞을,18,금,토
OHE-01686,적,蹟,U+8E5F,자취,18,금,토
OHE-01687,적,籍,U+7C4D,호적,20,금,목
OHE-01688,전,田,U+7530,밭,5,금,목
OHE-01689,전,全,U+5168,온전할,6,금,토
OHE-01690,전,甸,U+7538,경기,7,금,화
OHE-01691,전,典,U+5178,법,8,금,금
OHE-01692,전,佺,U+4F7A,신선이름,8,금,화
OHE-01693,전,前,U+524D,앞,9,금,금
OHE-01694,전,栓,U+6813,나무못,10,금,목
OHE-01695,전,展,U+5C55,펼,10,금,수
OHE-01696,전,專,U+5C08,오로지,11,금,토
OHE-01697,전,奠,U+5960,정할,12,금,목
OHE-01698,전,詮,U+8A6E,갖출,13,금,금
OHE-01699,전,殿,U+6BBF,대궐,13,금,금
OHE-01700,전,塡,U+5861,메울,13,금,토
OHE-01701,전,琠,U+7420,옥이름,13,금,금
OHE-01702,전,傳,U+50B3,전할,13,금,화
OHE-01703,전,銓,U+9293,저울질할,14,금,금
OHE-01704,전,錢,U+9322,돈,16,금,금
OHE-01705,전,顚,U+985A,꼭대기,19,금,화
OHE-01706,절,切,U+5207,끊을,4,금,금
OHE-01707,절,折,U+6298,꺾을,8,금,목
OHE-01708,절,絶,U+7D76,끊을,12,금,목
OHE-01709,절,節,U+7BC0,마디,15,금,목
OHE-01710,점,占,U+5360,점칠,5,금,화
OHE-01711,점,店,U+5E97,가게,8,금,목
OHE-01712,점,漸,U+6F38,점점,15,금,수
OHE-01713,점,點,U+9EDE,점,17,금,수
OHE-01714,접,接,U+63A5,사귈,12,금,목
OHE-01715,접,蝶,U+8776,나비,15,금,수
OHE-01716,정,丁,U+4E01,고무래,2,금,화
OHE-01717,정,井,U+4E95,우물,4,금,수
OHE-01718,정,正,U+6B63,바를,5,금,토
OHE-01719,정,汀,U+6C40,물가,6,금,수
OHE-01720,정,呈,U+5448,보일,7,금,수
OHE-01721,정,玎,U+738E,옥소리,7,금,금
OHE-01722,정,廷,U+5EF7,조정,7,금,목
OHE-01723,정,姃,U+59C3,여자단정할,8,금,토
OHE-01724,정,政,U+653F,정사,8,금,금
OHE-01725,정,定,U+5B9A,정할,8,금,목
OHE-01726,정,征,U+5F81,칠,8,금,화
OHE-01727,정,貞,U+8C9E,곧을,9,금,금
OHE-01728,정,柾,U+67FE,나무바를,9,금,목
OHE-01729,정,訂,U+8A02,바로잡을,9,금,금
OHE-01730,정,炡,U+70A1,빛날,9,금,화
OHE-01731,정,亭,U+4EAD,정자,9,금,화
OHE-01732,정,庭,U+5EAD,뜰,10,금,목
OHE-01733,정,釘,U+91D8,못,10,금,금
OHE-01734,정,停,U+505C,머무를,11,금,화
OHE-01735,정,挺,U+633A,뽑을,11,금,목
OHE-01736,정,偵,U+5075,염탐할,11,금,화
OHE-01737,정,頂,U+9802,정수리,11,금,화
OHE-01738,정,幀,U+5E40,그림족자,12,금,목
OHE-01739,정,情,U+60C5,뜻,12,금,화
OHE-01740,정,淨,U+6DE8,맑을,11,금,수
OHE-01741,정,程,U+7A0B,법,12,금,목
OHE-01742,정,晶,U+6676,수정,12,금,화
OHE-01743,정,珽,U+73FD,옥홀,12,금,금
OHE-01744,정,晸,U+6678,해뜰,12,금,화
OHE-01745,정,湞,U+6E5E,강이름,13,금,수
OHE-01746,정,楨,U+6968,광나무,13,금,목
OHE-01747,정,綎,U+7D8E,띠술,13,금,목
OHE-01748,정,鼎,U+9F0E,솥,13,금,화
OHE-01749,정,鉦,U+9266,징,13,금,금
