profile_id,hangul,hanja,unicode,sound_meaning,strokes,sound_ohaeng,resource_ohaeng
OHE-02257,현,晛,U+665B,햇살,11,토,화
OHE-02258,현,現,U+73FE,나타날,12,토,금
OHE-02259,현,絢,U+7D62,무늬,12,토,목
OHE-02260,현,鉉,U+9249,솥귀,13,토,금
OHE-02261,현,賢,U+8CE2,어질,15,토,금
OHE-02262,현,縣,U+7E23,매달,20,토,화
OHE-02263,현,顯,U+986F,나타날,23,토,화
OHE-02264,협,俠,U+4FE0,호협할,9,토,화
OHE-02265,협,峽,U+5CFD,골짜기,10,토,토
OHE-02266,협,挾,U+633E,낄,11,토,목
OHE-02267,협,浹,U+6D79,젖을,11,토,수
OHE-02268,형,兄,U+5144,맏,5,토,목
OHE-02269,형,形,U+5F62,형상,7,토,화
OHE-02270,형,亨,U+4EA8,형통할,7,토,토
OHE-02271,형,型,U+578B,본보기,9,토,토
OHE-02272,형,炯,U+70AF,빛날,9,토,화
OHE-02273,형,泂,U+6CC2,찰,9,토,수
OHE-02274,형,邢,U+90A2,나라이름,11,토,토
OHE-02275,형,珩,U+73E9,노리개,11,토,금
OHE-02276,형,熒,U+7192,등불,14,토,화
OHE-02277,형,瑩,U+7469,의혹할,15,토,금
OHE-02278,형,衡,U+8861,저울,16,토,화
OHE-02279,형,瀅,U+7005,물맑을,19,토,수
OHE-02280,형,馨,U+99A8,향기로울,20,토,목
OHE-02281,혜,彗,U+5F57,별이름,11,토,화
OHE-02282,혜,惠,U+60E0,은혜,12,토,화
OHE-02283,혜,慧,U+6167,슬기,15,토,화
OHE-02284,혜,蕙,U+8559,아름다울,18,토,목
OHE-02285,호,互,U+4E92,서로,4,토,수
OHE-02286,호,戶,U+6236,집,4,토,목
OHE-02287,호,好,U+597D,좋을,6,토,토
OHE-02288,호,虎,U+864E,범,8,토,목
OHE-02289,호,昊,U+660A,하늘,8,토,화
OHE-02290,호,祜,U+795C,복,10,토,금
OHE-02291,호,毫,U+6BEB,나는털,11,토,화
OHE-02292,호,浩,U+6D69,넓을,11,토,수
OHE-02293,호,扈,U+6248,뒤따를,11,토,목
OHE-02294,호,晧,U+6667,밝을,11,토,화
OHE-02295,호,淏,U+6DCF,맑을,12,토,수
OHE-02296,호,皓,U+7693,흴,12,토,금
OHE-02297,호,琥,U+7425,호박,13,토,금
OHE-02298,호,湖,U+6E56,호수,13,토,수
OHE-02299,호,瑚,U+745A,산호,14,토,금
OHE-02300,호,豪,U+8C6A,호걸,14,토,수
OHE-02301,호,滸,U+6EF8,물가,15,토,수
OHE-02302,호,澔,U+6F94,넓을,16,토,수
OHE-02303,호,壕,U+58D5,해자,17,토,토
OHE-02304,호,濠,U+6FE0,해자,18,토,수
OHE-02305,호,鎬,U+93AC,호경,18,토,금
OHE-02306,호,護,U+8B77,보호할,21,토,금
OHE-02307,호,顥,U+9865,클,21,토,화
OHE-02308,호,頀,U+9800,구할,23,토,금
OHE-02309,호,灝,U+705D,넓을,25,토,수
OHE-02310,혼,婚,U+5A5A,혼인할,11,토,토
OHE-02311,홍,弘,U+5F18,넓을,5,토,화
OHE-02312,홍,虹,U+8679,무지개,9,토,수
OHE-02313,홍,泓,U+6CD3,물깊을,9,토,수
OHE-02314,홍,紅,U+7D05,붉을,9,토,목
OHE-02315,홍,洪,U+6D2A,큰물,10,토,수
OHE-02316,홍,烘,U+70D8,횃불,10,토,화
OHE-02317,홍,鴻,U+9D3B,큰기러기,17,토,화
OHE-02318,화,火,U+706B,불,4,토,화
OHE-02319,화,化,U+5316,화할,4,토,화
OHE-02320,화,禾,U+79BE,벼,5,토,목
OHE-02321,화,和,U+548C,고를,8,토,수
OHE-02322,화,花,U+82B1,꽃,10,토,목
OHE-02323,화,貨,U+8CA8,재화,11,토,금
OHE-02324,화,畵,U+7575,그림,12,토,토
OHE-02325,화,話,U+8A71,말할,13,토,금
OHE-02326,화,華,U+83EF,빛날,14,토,목
OHE-02327,화,嬅,U+5B05,고울,15,토,토
OHE-02328,화,樺,U+6A3A,자작나무,16,토,목
OHE-02329,확,確,U+78BA,확실학,15,토,금
OHE-02330,확,擴,U+64F4,넓힐,19,토,목
OHE-02331,확,穫,U+7A6B,벼벨,19,토,목
OHE-02332,환,丸,U+4E38,둥글,3,토,토
OHE-02333,환,幻,U+5E7B,변할,4,토,화
OHE-02334,환,奐,U+5950,빛날,9,토,목
OHE-02335,환,桓,U+6853,굳셀,10,토,목
OHE-02336,환,晥,U+6665,환할,11,토,화
OHE-02337,환,喚,U+559A,부를,12,토,수
OHE-02338,환,換,U+63DB,바꿀,13,토,목
OHE-02339,환,煥,U+7165,빛날,13,토,화
OHE-02340,환,渙,U+6E19,흩어질,13,토,수
OHE-02341,환,環,U+74B0,고리,18,토,금
OHE-02342,환,還,U+9084,돌아올,20,토,토
OHE-02343,환,歡,U+6B61,기뻐할,22,토,금
OHE-02344,활,活,U+6D3B,살,10,토,수
OHE-02345,활,闊,U+95CA,넓을,17,토,목
OHE-02346,황,皇,U+7687,임금,9,토,금
OHE-02347,황,晃,U+6643,밝을,10,토,화
OHE-02348,황,凰,U+51F0,봉황새,11,토,목
OHE-02349,황,黃,U+9EC3,누를,12,토,토
OHE-02350,황,煌,U+714C,빛날,13,토,화
OHE-02351,황,滉,U+6EC9,물깊고넓을,14,토,수
OHE-02352,황,榥,U+69A5,책상,14,토,목
OHE-02353,황,璜,U+749C,패옥,17,토,금
OHE-02354,회,回,U+56DE,돌아올,6,토,수
OHE-02355,회,廻,U+5EFB,돌,9,토,수
OHE-02356,회,恢,U+6062,클,10,토,화
OHE-02357,회,會,U+6703,모일,13,토,목
OHE-02358,회,檜,U+6A9C,노송나무,17,토,목
OHE-02359,회,繪,U+7E6A,그림,19,토,목
OHE-02360,회,懷,U+61F7,품을,20,토,화
OHE-02361,획,劃,U+5283,그을,14,토,금
OHE-02362,횡,橫,U+6A6B,가로,16,토,목
OHE-02363,효,爻,U+723B,변할,4,토,화
OHE-02364,효,孝,U+5B5D,효도,7,토,수
OHE-02365,효,效,U+6548,본받을,10,토,금
OHE-02366,효,涍,U+6D8D,강이름,11,토,수
OHE-02367,효,曉,U+66C9,새벽,16,토,화
OHE-02368,효,斅,U+6585,가르칠,20,토,금
OHE-02369,효,驍,U+9A4D,날랠,22,토,화
OHE-02370,후,后,U+540E,임금,6,토,수
OHE-02371,후,厚,U+539A,두터울,9,토,토
OHE-02372,후,後,U+5F8C,뒤,9,토,화
OHE-02373,후,侯,U+4FAF,제후,9,토,화
OHE-02374,후,候,U+5019,기후,10,토,화
OHE-02375,후,逅,U+9005,만날,13,토,토
OHE-02376,훈,訓,U+8A13,가르칠,10,토,금
OHE-02377,훈,焄,U+7104,향기,11,토,화
OHE-02378,훈,熏,U+718F,연기낄,14,토,화
OHE-02379,훈,勳,U+52F3,공,16,토,화
OHE-02380,훈,壎,U+58CE,질나팔,17,토,토
OHE-02381,훈,燻,U+71FB,연기낄,18,토,화
OHE-02382,훈,薰,U+85B0,향기,20,토,목
OHE-02383,훤,暄,U+6684,따뜻할,13,토,화
OHE-02384,훤,萱,U+8431,원추리,15,토,목
OHE-02385,휘,彙,U+5F59,무리,13,토,화
OHE-02386,휘,暉,U+6689,빛,13,토,화
OHE-02387,휘,煇,U+7147,빛날,13,토,화
OHE-02388,휘,揮,U+63EE,휘두를,13,토,목
OHE-02389,휘,輝,U+8F1D,빛날,15,토,화
OHE-02390,휘,徽,U+5FBD,아름다울,17,토,화
OHE-02391,휴,休,U+4F11,쉴,6,토,화
OHE-02392,휴,烋,U+70CB,아름다울,10,토,화
OHE-02393,휴,携,U+643A,가질,14,토,목
OHE-02394,흑,黑,U+9ED1,검을,12,토,수
OHE-02395,흔,欣,U+6B23,기뻐할,8,토,화
OHE-02396,흔,昕,U+6615,아침,8,토,화
OHE-02397,흔,炘,U+7098,이글이글,8,토,화
OHE-02398,흘,屹,U+5C79,산우뚝솟을,6,토,토
OHE-02399,흠,欽,U+6B3D,겅경함,12,토,금
OHE-02400,흡,吸,U+5438,마실,7,토,수
OHE-02401,흡,洽,U+6D3D,윤택하세할,10,토,수
OHE-02402,흡,恰,U+6070,흡사할,10,토,화
OHE-02403,흡,翕,U+7FD5,합할,12,토,화
OHE-02404,흥,興,U+8208,일어날훙,15,토,토
OHE-02405,희,希,U+5E0C,바랄,7,토,목
OHE-02406,희,姬,U+59EC,계집,9,토,토
OHE-02407,희,晞,U+665E,마를,11,토,화
OHE-02408,희,喜,U+559C,기쁠,12,토,수
OHE-02409,희,稀,U+7A00,드물,12,토,목
OHE-02410,희,熙,U+7199,빛날,13,토,화
OHE-02411,희,僖,U+50D6,기쁠,14,토,화
OHE-02412,희,嬉,U+5B09,즐길,15,토,토
OHE-02413,희,凞,U+51DE,화할,15,토,수
OHE-02414,희,憙,U+6199,기쁠,16,토,화
OHE-02415,희,戱,U+6231,놀,16,토,금
OHE-02416,희,熹,U+71B9,성할,16,토,화
OHE-02417,희,熺,U+71BA,성할,16,토,화
OHE-02418,희,羲,U+7FB2,숨,16,토,토
OHE-02419,희,禧,U+79A7,복,17,토,목
OHE-02420,희,曦,U+66E6,햇빛,20,토,화
